Gene stable ID,Human gene name,Gene name,Human gene stable ID
ENSMUSG00000119095,SNORD116-5,Gm22047,ENSG00000207191
ENSMUSG00000119095,SNORD116-9,Gm22047,ENSG00000206727
ENSMUSG00000119095,SNORD116-8,Gm22047,ENSG00000207093
ENSMUSG00000119095,SNORD116-6,Gm22047,ENSG00000207442
ENSMUSG00000119095,SNORD116-4,Gm22047,ENSG00000275529
ENSMUSG00000119095,SNORD116-1,Gm22047,ENSG00000207063
ENSMUSG00000059639,CLEC4C,Clec4a4,ENSG00000198178
ENSMUSG00000108309,,Gm44703,
ENSMUSG00000032666,C1orf21,1700025G04Rik,ENSG00000116667
ENSMUSG00000118761,SNORD116-3,Gm25597,ENSG00000207014
ENSMUSG00000118761,SNORD116-7,Gm25597,ENSG00000207133
ENSMUSG00000118761,SNORD116-2,Gm25597,ENSG00000207001
ENSMUSG00000118761,SNORD116-5,Gm25597,ENSG00000207191
ENSMUSG00000118761,SNORD116-9,Gm25597,ENSG00000206727
ENSMUSG00000118761,SNORD116-8,Gm25597,ENSG00000207093
ENSMUSG00000118761,SNORD116-6,Gm25597,ENSG00000207442
ENSMUSG00000118761,SNORD116-4,Gm25597,ENSG00000275529
ENSMUSG00000118761,SNORD116-1,Gm25597,ENSG00000207063
ENSMUSG00000090383,,Vmn2r58,
ENSMUSG00000116416,,Gm32886,
ENSMUSG00000056293,GSDMC,Gsdmc2,ENSG00000147697
ENSMUSG00000029859,EPHA1,Epha1,ENSG00000146904
ENSMUSG00000112155,,4930477N07Rik,
ENSMUSG00000112199,,Gm19090,
ENSMUSG00000095349,SNORD116-3,Gm26097,ENSG00000207014
ENSMUSG00000095349,SNORD116-7,Gm26097,ENSG00000207133
ENSMUSG00000095349,SNORD116-2,Gm26097,ENSG00000207001
ENSMUSG00000095349,SNORD116-5,Gm26097,ENSG00000207191
ENSMUSG00000095349,SNORD116-9,Gm26097,ENSG00000206727
ENSMUSG00000095349,SNORD116-8,Gm26097,ENSG00000207093
ENSMUSG00000095349,SNORD116-6,Gm26097,ENSG00000207442
ENSMUSG00000095349,SNORD116-4,Gm26097,ENSG00000275529
ENSMUSG00000095349,SNORD116-1,Gm26097,ENSG00000207063
ENSMUSG00000119091,SNORD116-3,Gm22258,ENSG00000207014
ENSMUSG00000119091,SNORD116-7,Gm22258,ENSG00000207133
ENSMUSG00000119091,SNORD116-2,Gm22258,ENSG00000207001
ENSMUSG00000119091,SNORD116-5,Gm22258,ENSG00000207191
ENSMUSG00000119091,SNORD116-9,Gm22258,ENSG00000206727
ENSMUSG00000119091,SNORD116-8,Gm22258,ENSG00000207093
ENSMUSG00000119091,SNORD116-6,Gm22258,ENSG00000207442
ENSMUSG00000119091,SNORD116-4,Gm22258,ENSG00000275529
ENSMUSG00000119091,SNORD116-1,Gm22258,ENSG00000207063
ENSMUSG00000044937,,Ttc41,
ENSMUSG00000092328,,Vmn2r-ps57,
ENSMUSG00000119173,SNORD116-3,Gm26201,ENSG00000207014
ENSMUSG00000119173,SNORD116-7,Gm26201,ENSG00000207133
ENSMUSG00000119173,SNORD116-2,Gm26201,ENSG00000207001
ENSMUSG00000119173,SNORD116-5,Gm26201,ENSG00000207191
ENSMUSG00000119173,SNORD116-9,Gm26201,ENSG00000206727
ENSMUSG00000119173,SNORD116-8,Gm26201,ENSG00000207093
ENSMUSG00000119173,SNORD116-6,Gm26201,ENSG00000207442
ENSMUSG00000119173,SNORD116-4,Gm26201,ENSG00000275529
ENSMUSG00000119173,SNORD116-1,Gm26201,ENSG00000207063
ENSMUSG00000119841,SNORD116-3,Gm23619,ENSG00000207014
ENSMUSG00000119841,SNORD116-7,Gm23619,ENSG00000207133
ENSMUSG00000119841,SNORD116-2,Gm23619,ENSG00000207001
ENSMUSG00000119841,SNORD116-5,Gm23619,ENSG00000207191
ENSMUSG00000119841,SNORD116-9,Gm23619,ENSG00000206727
ENSMUSG00000119841,SNORD116-8,Gm23619,ENSG00000207093
ENSMUSG00000119841,SNORD116-6,Gm23619,ENSG00000207442
ENSMUSG00000119841,SNORD116-4,Gm23619,ENSG00000275529
ENSMUSG00000119841,SNORD116-1,Gm23619,ENSG00000207063
ENSMUSG00000119157,SNORD116-3,Gm22812,ENSG00000207014
ENSMUSG00000119157,SNORD116-7,Gm22812,ENSG00000207133
ENSMUSG00000119157,SNORD116-2,Gm22812,ENSG00000207001
ENSMUSG00000119157,SNORD116-5,Gm22812,ENSG00000207191
ENSMUSG00000119157,SNORD116-9,Gm22812,ENSG00000206727
ENSMUSG00000119157,SNORD116-8,Gm22812,ENSG00000207093
ENSMUSG00000119157,SNORD116-6,Gm22812,ENSG00000207442
ENSMUSG00000119157,SNORD116-4,Gm22812,ENSG00000275529
ENSMUSG00000119157,SNORD116-1,Gm22812,ENSG00000207063
ENSMUSG00000119197,SNORD116-3,Gm26433,ENSG00000207014
ENSMUSG00000119197,SNORD116-7,Gm26433,ENSG00000207133
ENSMUSG00000119197,SNORD116-2,Gm26433,ENSG00000207001
ENSMUSG00000119197,SNORD116-5,Gm26433,ENSG00000207191
ENSMUSG00000119197,SNORD116-9,Gm26433,ENSG00000206727
ENSMUSG00000119197,SNORD116-8,Gm26433,ENSG00000207093
ENSMUSG00000119197,SNORD116-6,Gm26433,ENSG00000207442
ENSMUSG00000119197,SNORD116-4,Gm26433,ENSG00000275529
ENSMUSG00000119197,SNORD116-1,Gm26433,ENSG00000207063
ENSMUSG00000118984,SNORD116-3,Snord116l17,ENSG00000207014
ENSMUSG00000118984,SNORD116-7,Snord116l17,ENSG00000207133
ENSMUSG00000118984,SNORD116-2,Snord116l17,ENSG00000207001
ENSMUSG00000118984,SNORD116-5,Snord116l17,ENSG00000207191
ENSMUSG00000118984,SNORD116-9,Snord116l17,ENSG00000206727
ENSMUSG00000118984,SNORD116-8,Snord116l17,ENSG00000207093
ENSMUSG00000118984,SNORD116-6,Snord116l17,ENSG00000207442
ENSMUSG00000118984,SNORD116-4,Snord116l17,ENSG00000275529
ENSMUSG00000118984,SNORD116-1,Snord116l17,ENSG00000207063
ENSMUSG00000119219,SNORD116-3,Gm25615,ENSG00000207014
ENSMUSG00000119219,SNORD116-7,Gm25615,ENSG00000207133
ENSMUSG00000119219,SNORD116-2,Gm25615,ENSG00000207001
ENSMUSG00000119219,SNORD116-5,Gm25615,ENSG00000207191
ENSMUSG00000119219,SNORD116-9,Gm25615,ENSG00000206727
ENSMUSG00000119219,SNORD116-8,Gm25615,ENSG00000207093
ENSMUSG00000119219,SNORD116-6,Gm25615,ENSG00000207442
ENSMUSG00000119219,SNORD116-4,Gm25615,ENSG00000275529
ENSMUSG00000119219,SNORD116-1,Gm25615,ENSG00000207063
ENSMUSG00000119170,SNORD116-3,Snord116l16,ENSG00000207014
ENSMUSG00000119170,SNORD116-7,Snord116l16,ENSG00000207133
ENSMUSG00000119170,SNORD116-2,Snord116l16,ENSG00000207001
ENSMUSG00000119170,SNORD116-5,Snord116l16,ENSG00000207191
ENSMUSG00000119170,SNORD116-9,Snord116l16,ENSG00000206727
ENSMUSG00000119170,SNORD116-8,Snord116l16,ENSG00000207093
ENSMUSG00000119170,SNORD116-6,Snord116l16,ENSG00000207442
ENSMUSG00000119170,SNORD116-4,Snord116l16,ENSG00000275529
ENSMUSG00000119170,SNORD116-1,Snord116l16,ENSG00000207063
ENSMUSG00000042978,SBK1,Sbk1,ENSG00000188322
ENSMUSG00000116645,,Gm49584,
ENSMUSG00000002010,IDH3G,Idh3g,ENSG00000067829
ENSMUSG00000049916,,2610318N02Rik,
ENSMUSG00000084557,,Gm25279,
ENSMUSG00000100685,,Gm28610,
ENSMUSG00000102090,,Gm8964,
ENSMUSG00000103744,,Gm38238,
ENSMUSG00000015961,ADSS2,Adss,ENSG00000035687
ENSMUSG00000119254,SNORD116-3,Snord116l15,ENSG00000207014
ENSMUSG00000119254,SNORD116-7,Snord116l15,ENSG00000207133
ENSMUSG00000119254,SNORD116-2,Snord116l15,ENSG00000207001
ENSMUSG00000119254,SNORD116-5,Snord116l15,ENSG00000207191
ENSMUSG00000119254,SNORD116-9,Snord116l15,ENSG00000206727
ENSMUSG00000119254,SNORD116-8,Snord116l15,ENSG00000207093
ENSMUSG00000119254,SNORD116-6,Snord116l15,ENSG00000207442
ENSMUSG00000119254,SNORD116-4,Snord116l15,ENSG00000275529
ENSMUSG00000119254,SNORD116-1,Snord116l15,ENSG00000207063
ENSMUSG00000066180,,Gm10155,
ENSMUSG00000119367,SNORD116-3,Snord116l14,ENSG00000207014
ENSMUSG00000119367,SNORD116-7,Snord116l14,ENSG00000207133
ENSMUSG00000119367,SNORD116-2,Snord116l14,ENSG00000207001
ENSMUSG00000119367,SNORD116-5,Snord116l14,ENSG00000207191
ENSMUSG00000119367,SNORD116-9,Snord116l14,ENSG00000206727
ENSMUSG00000119367,SNORD116-8,Snord116l14,ENSG00000207093
ENSMUSG00000119367,SNORD116-6,Snord116l14,ENSG00000207442
ENSMUSG00000119367,SNORD116-4,Snord116l14,ENSG00000275529
ENSMUSG00000119367,SNORD116-1,Snord116l14,ENSG00000207063
ENSMUSG00000092032,,Vmn2r59,
ENSMUSG00002075452,,Gm54614,
ENSMUSG00000073367,,Gm10493,
ENSMUSG00000016946,KCTD5,Kctd5,ENSG00000167977
ENSMUSG00000118696,SNORD116-3,Snord116l13,ENSG00000207014
ENSMUSG00000118696,SNORD116-7,Snord116l13,ENSG00000207133
ENSMUSG00000118696,SNORD116-2,Snord116l13,ENSG00000207001
ENSMUSG00000118696,SNORD116-5,Snord116l13,ENSG00000207191
ENSMUSG00000118696,SNORD116-9,Snord116l13,ENSG00000206727
ENSMUSG00000118696,SNORD116-8,Snord116l13,ENSG00000207093
ENSMUSG00000118696,SNORD116-6,Snord116l13,ENSG00000207442
ENSMUSG00000118696,SNORD116-4,Snord116l13,ENSG00000275529
ENSMUSG00000118696,SNORD116-1,Snord116l13,ENSG00000207063
ENSMUSG00000054277,ARFGAP3,Arfgap3,ENSG00000242247
ENSMUSG00000074272,CEACAM4,Ceacam1,ENSG00000105352
ENSMUSG00000093716,,Gm19815,
ENSMUSG00000092549,,Gm20491,
ENSMUSG00000090160,,4930480K15Rik,
ENSMUSG00002075733,,Gm54616,
ENSMUSG00000071033,,Gm10308,
ENSMUSG00002076576,,Gm54617,
ENSMUSG00000117572,,Gm9410,
ENSMUSG00000117649,,Gm9411,
ENSMUSG00000043346,,Gm6741,
ENSMUSG00000117471,,Gm49988,
ENSMUSG00000117396,,Gm49989,
ENSMUSG00000110422,,Gm17999,
ENSMUSG00000117629,,Gm49990,
ENSMUSG00000031710,UCP1,Ucp1,ENSG00000109424
ENSMUSG00000087425,,Gm15404,
ENSMUSG00000117417,,Gm49991,
ENSMUSG00000031668,EIF2AK3,Eif2ak3,ENSG00000172071
ENSMUSG00000089657,,Gm16585,
ENSMUSG00000081412,,Gm15403,
ENSMUSG00000084277,,Gm11702,
ENSMUSG00000117555,,Gm49992,
ENSMUSG00000083394,,Gm11703,
ENSMUSG00000102483,CATSPERE,Catspere1,ENSG00000179397
ENSMUSG00000065572,,Mir130b,
ENSMUSG00000117408,,Gm49993,
ENSMUSG00000076288,MIR301B,Mir301b,ENSG00000212102
ENSMUSG00000022769,SDF2L1,Sdf2l1,ENSG00000128228
ENSMUSG00000089460,,Gm23699,
ENSMUSG00000084130,,Gm11704,
ENSMUSG00000023923,TBC1D5,Tbc1d5,ENSG00000131374
ENSMUSG00000116694,,Gm6440,
ENSMUSG00000056342,USP34,Usp34,ENSG00000115464
ENSMUSG00000041438,UTP4,Utp4,ENSG00000141076
ENSMUSG00000022768,CCDC116,Ccdc116,ENSG00000161180
ENSMUSG00000021930,SPRYD7,Spryd7,ENSG00000123178
ENSMUSG00000036875,DNA2,Dna2,ENSG00000138346
ENSMUSG00000014980,TSEN15,Tsen15,ENSG00000198860
ENSMUSG00000002014,SSR4,Ssr4,ENSG00000180879
ENSMUSG00000055827,GSDMC,Gsdmc3,ENSG00000147697
ENSMUSG00000091509,,Gm17066,
ENSMUSG00000026235,EPHA4,Epha4,ENSG00000116106
ENSMUSG00000041774,YDJC,Ydjc,ENSG00000161179
ENSMUSG00000115802,,Vmn1r-ps136,
ENSMUSG00000115831,,Gm48937,
ENSMUSG00000114902,,Gm4118,
ENSMUSG00000115247,,Gm6201,
ENSMUSG00000119509,,Gm22290,
ENSMUSG00000035235,TRIM13,Trim13,ENSG00000204977
ENSMUSG00000040651,TASOR,Tasor,ENSG00000163946
ENSMUSG00000065750,,Gm23346,
ENSMUSG00000105776,,Gm43292,
ENSMUSG00000101268,,2010310C07Rik,
ENSMUSG00000046652,,Tas2r143,
ENSMUSG00000030147,CLEC4C,Clec4b1,ENSG00000198178
ENSMUSG00000074108,,Rpl10-ps2,
ENSMUSG00000041308,SNTB2,Sntb2,ENSG00000168807
ENSMUSG00000055748,GSDMC,Gsdmc4,ENSG00000147697
ENSMUSG00000082546,,Gm14898,
ENSMUSG00000082752,,Gm14899,
ENSMUSG00000109156,,Gm45194,
ENSMUSG00000034555,,Tex16,
ENSMUSG00000088969,RNU6-415P,Gm22085,ENSG00000252061
ENSMUSG00000085464,,Gm16208,
ENSMUSG00000056203,TAS2R60,Tas2r135,ENSG00000185899
ENSMUSG00000083037,,Gm14900,
ENSMUSG00000002006,PDZD4,Pdzd4,ENSG00000067840
ENSMUSG00000051896,TEX37,Tex37,ENSG00000172073
ENSMUSG00000035151,ELMOD2,Elmod2,ENSG00000179387
ENSMUSG00000028007,SNX7,Snx7,ENSG00000162627
ENSMUSG00000042961,EGFLAM,Egflam,ENSG00000164318
ENSMUSG00000033149,PHLDB2,Phldb2,ENSG00000144824
ENSMUSG00000048284,TAS2R41,Tas2r126,ENSG00000221855
ENSMUSG00000108150,,Gm44470,
ENSMUSG00000055874,FOXI3,Foxi3,ENSG00000214336
ENSMUSG00000068574,,Or2r11,
ENSMUSG00000077369,,Gm23485,
ENSMUSG00000107446,,Gm43906,
ENSMUSG00000068396,,Rpl34-ps1,
ENSMUSG00000091983,,Or2r3,
ENSMUSG00000083392,,Gm6335,
ENSMUSG00000085669,,Gm14817,
ENSMUSG00000064536,SNORD38C,Gm23615,ENSG00000207109
ENSMUSG00000079460,,4933403O08Rik,
ENSMUSG00000030082,SEC61A1,Sec61a1,ENSG00000058262
ENSMUSG00000053253,NDFIP2,Ndfip2,ENSG00000102471
ENSMUSG00000082669,,Gm5393,
ENSMUSG00000056366,,Fabp3-ps1,
ENSMUSG00000112743,,Gm49358,
ENSMUSG00000031095,CUL4B,Cul4b,ENSG00000158290
ENSMUSG00000054027,NT5DC3,Nt5dc3,ENSG00000111696
ENSMUSG00000035057,MGAT4D,Mgat4d,ENSG00000205301
ENSMUSG00000114576,,Naip3-ps1,
ENSMUSG00000021374,NUP153,Nup153,ENSG00000124789
ENSMUSG00000089959,,Gm16268,
ENSMUSG00000035459,STAB2,Stab2,ENSG00000136011
ENSMUSG00000082136,,Gm15660,
ENSMUSG00000031913,VPS4A,Vps4a,ENSG00000132612
ENSMUSG00000005779,PSMB4,Psmb4,ENSG00000159377
ENSMUSG00000064715,,Gm24207,
ENSMUSG00000086260,,Gm16259,
ENSMUSG00000115548,,5430440P10Rik,
ENSMUSG00000117433,,Gm41654,
ENSMUSG00000022116,,4930449E01Rik,
ENSMUSG00000087942,,Gm24244,
ENSMUSG00002076816,,Gm54622,
ENSMUSG00000084583,RNU4-64P,Gm25177,ENSG00000222727
ENSMUSG00000105434,,Gm43359,
ENSMUSG00000117584,,Gm49994,
ENSMUSG00000105970,,Gm43360,
ENSMUSG00000117168,,Gm49908,
ENSMUSG00000106375,,Gm43361,
ENSMUSG00000117343,,Gm19145,
ENSMUSG00000117624,,Gm6751,
ENSMUSG00000088583,RNU6-226P,Gm22965,ENSG00000200648
ENSMUSG00000117204,,C330011F03Rik,
ENSMUSG00000115386,,Gm35909,
ENSMUSG00000117041,,Gm46574,
ENSMUSG00000051306,USP42,Usp42,ENSG00000106346
ENSMUSG00000098780,,Mir6390,
ENSMUSG00000039529,ATP8B1,Atp8b1,ENSG00000081923
ENSMUSG00000032062,C11orf52,2310030G06Rik,ENSG00000149300
ENSMUSG00002074953,,Gm54459,
ENSMUSG00000098122,,Gm27039,
ENSMUSG00000046753,CCDC66,Ccdc66,ENSG00000180376
ENSMUSG00000090631,,Or2r2,
ENSMUSG00000099141,,Mir6352,
ENSMUSG00000117181,,Gm31143,
ENSMUSG00000032649,COLGALT2,Colgalt2,ENSG00000198756
ENSMUSG00000117354,,Gm49995,
ENSMUSG00000117625,,Gm21018,
ENSMUSG00000117409,,Gm49996,
ENSMUSG00000078177,,Gm4877,
ENSMUSG00000117591,,Gm49997,
ENSMUSG00000117559,,Gm49998,
ENSMUSG00002076621,,Gm54524,
ENSMUSG00000104678,,Gm4321,
ENSMUSG00000024256,ADCYAP1,Adcyap1,ENSG00000141433
ENSMUSG00000104703,,4921521D15Rik,
ENSMUSG00000107659,,Gm44170,
ENSMUSG00000087720,,Gm26279,
ENSMUSG00000071494,,Or10ac1,
ENSMUSG00000065569,MIR137,Mir137,ENSG00000284202
ENSMUSG00002075293,,Gm54528,
ENSMUSG00000104178,,Gm9916,
ENSMUSG00000104033,,Gm37773,
ENSMUSG00000104362,,Gm37928,
ENSMUSG00000038086,HSPB2,Hspb2,ENSG00000170276
ENSMUSG00000107698,,Gm44430,
ENSMUSG00000102729,,Gm32444,
ENSMUSG00000018656,,Tcaf3,
ENSMUSG00000068874,SELENBP1,Selenbp1,ENSG00000143416
ENSMUSG00000032060,CRYAB,Cryab,ENSG00000109846
ENSMUSG00000083734,,Gm16209,
ENSMUSG00000078931,PDF,Pdf,ENSG00000258429
ENSMUSG00000031916,COG8,Cog8,ENSG00000213380
ENSMUSG00000033182,KBTBD12,Kbtbd12,ENSG00000187715
ENSMUSG00000081707,,Gm11343,
ENSMUSG00000083409,,Gm11340,
ENSMUSG00000089580,,Gm23340,
ENSMUSG00000081909,,Gm11341,
ENSMUSG00000078942,,Naip6,
ENSMUSG00000119213,,Gm25935,
ENSMUSG00000117362,,Gm9665,
ENSMUSG00000117452,,Gm6764,
ENSMUSG00000117368,,Gm50001,
ENSMUSG00000117514,,Gm50002,
ENSMUSG00000117537,,Gm50003,
ENSMUSG00000101849,,Gm28386,
ENSMUSG00000117543,,Gm50004,
ENSMUSG00000101506,,Gm28385,
ENSMUSG00000077433,RNU6-1236P,Gm22593,ENSG00000252889
ENSMUSG00000117476,,Gm9416,
ENSMUSG00000065215,RNU1-76P,Gm26263,ENSG00000199773
ENSMUSG00000065215,RNU1-139P,Gm26263,ENSG00000212609
ENSMUSG00000117382,,Gm50005,
ENSMUSG00000102052,,Gm28387,
ENSMUSG00000117586,,Gm50006,
ENSMUSG00000055660,METTL4,Mettl4,ENSG00000101574
ENSMUSG00000085581,,Gm12786,
ENSMUSG00000026047,POGLUT2,Poglut2,ENSG00000134901
ENSMUSG00000041544,DISP3,Disp3,ENSG00000204624
ENSMUSG00000037971,C11orf1,1110032A03Rik,ENSG00000137720
ENSMUSG00000119352,SNORD116-3,Snord116l2,ENSG00000207014
ENSMUSG00000119352,SNORD116-7,Snord116l2,ENSG00000207133
ENSMUSG00000119352,SNORD116-2,Snord116l2,ENSG00000207001
ENSMUSG00000119352,SNORD116-5,Snord116l2,ENSG00000207191
ENSMUSG00000119352,SNORD116-9,Snord116l2,ENSG00000206727
ENSMUSG00000119352,SNORD116-8,Snord116l2,ENSG00000207093
ENSMUSG00000119352,SNORD116-6,Snord116l2,ENSG00000207442
ENSMUSG00000119352,SNORD116-4,Snord116l2,ENSG00000275529
ENSMUSG00000119352,SNORD116-1,Snord116l2,ENSG00000207063
ENSMUSG00000092281,,Hmgb1-ps7,
ENSMUSG00000054474,THNSL2,Thnsl2,ENSG00000144115
ENSMUSG00000002190,CLGN,Clgn,ENSG00000153132
ENSMUSG00000119637,SNORD116-3,Snord116l8,ENSG00000207014
ENSMUSG00000119637,SNORD116-7,Snord116l8,ENSG00000207133
ENSMUSG00000119637,SNORD116-2,Snord116l8,ENSG00000207001
ENSMUSG00000119637,SNORD116-5,Snord116l8,ENSG00000207191
ENSMUSG00000119637,SNORD116-9,Snord116l8,ENSG00000206727
ENSMUSG00000119637,SNORD116-8,Snord116l8,ENSG00000207093
ENSMUSG00000119637,SNORD116-6,Snord116l8,ENSG00000207442
ENSMUSG00000119637,SNORD116-4,Snord116l8,ENSG00000275529
ENSMUSG00000119637,SNORD116-1,Snord116l8,ENSG00000207063
ENSMUSG00000117808,,Gm50338,
ENSMUSG00000033308,DPYD,Dpyd,ENSG00000188641
ENSMUSG00000031078,CTTN,Cttn,ENSG00000085733
ENSMUSG00000118133,,Gm6978,
ENSMUSG00000118224,,Gm50352,
ENSMUSG00000098121,,Gm27038,
ENSMUSG00000118356,,Gm50353,
ENSMUSG00002076104,,Gm54623,
ENSMUSG00000117766,,Gm50354,
ENSMUSG00000117642,,Amd-ps7,
ENSMUSG00000118900,,Gm23016,
ENSMUSG00000088304,RNU6-297P,Gm24504,ENSG00000207366
ENSMUSG00000117653,,Gm50009,
ENSMUSG00000118045,,Gm29860,
ENSMUSG00000117499,,Gm50010,
ENSMUSG00000117582,,Gm19853,
ENSMUSG00000065658,RNU5A-7P,Gm23102,ENSG00000251788
ENSMUSG00000038773,KDM3B,Kdm3b,ENSG00000120733
ENSMUSG00000104708,,Gm42503,
ENSMUSG00000021608,LPCAT1,Lpcat1,ENSG00000153395
ENSMUSG00000023927,SATB1,Satb1,ENSG00000182568
ENSMUSG00000115796,,Gm48970,
ENSMUSG00000029208,GUF1,Guf1,ENSG00000151806
ENSMUSG00002076276,RNU6-251P,Gm54461,ENSG00000200105
ENSMUSG00000064836,,Gm25697,ENSG00000207419
ENSMUSG00000064836,,Gm25697,ENSG00000252473
ENSMUSG00000114482,,Gm7604,
ENSMUSG00000022114,SPRY2,Spry2,ENSG00000136158
ENSMUSG00000115800,,Frg2f4,
ENSMUSG00000090538,,Gm4775,
ENSMUSG00000022113,,Trim52,
ENSMUSG00000115501,,Gm48971,
ENSMUSG00000115754,,Gm48972,
ENSMUSG00000065193,RNU4-88P,Gm23459,ENSG00000223152
ENSMUSG00000115439,,Gm36107,
ENSMUSG00000099794,,1700128A07Rik,
ENSMUSG00000097730,,Gm26588,
ENSMUSG00000037845,FDXACB1,Fdxacb1,ENSG00000255561
ENSMUSG00002076417,SNORA52,Gm54463,ENSG00000199785
ENSMUSG00000031917,NIP7,Nip7,ENSG00000132603
ENSMUSG00000115695,,Gm48973,
ENSMUSG00000115763,,Gm48974,
ENSMUSG00000016664,PACSIN2,Pacsin2,ENSG00000100266
ENSMUSG00000091723,,Gm17366,
ENSMUSG00000030148,CLEC4C,Clec4a2,ENSG00000198178
ENSMUSG00000077224,,Gm23437,
ENSMUSG00000115510,,Gm9334,
ENSMUSG00000115741,,Gm19146,
ENSMUSG00000046168,KCNRG,Kcnrg,ENSG00000198553
ENSMUSG00000087027,,Gm13206,
ENSMUSG00000115273,,Gm9335,
ENSMUSG00000098183,,Gm27010,
ENSMUSG00000086326,,Gm13200,
ENSMUSG00000115661,,Gm48976,
ENSMUSG00002075574,,Gm54465,
ENSMUSG00000098088,,Gm26916,
ENSMUSG00000028622,MRPL37,Mrpl37,ENSG00000116221
ENSMUSG00000115562,,Gm48977,
ENSMUSG00000092995,,Mir16-1,
ENSMUSG00002076494,,Gm54466,
ENSMUSG00000093007,MIR15A,Mir15a,ENSG00000283785
ENSMUSG00000089455,,Gm24229,
ENSMUSG00000106542,,Gm43410,
ENSMUSG00002075420,,Gm54467,
ENSMUSG00000087806,,Gm23432,
ENSMUSG00000058430,,Rpl27a-ps2,
ENSMUSG00000106037,,Gm4332,
ENSMUSG00002076244,,Gm54468,
ENSMUSG00000031919,TMED6,Tmed6,ENSG00000157315
ENSMUSG00000097997,,Gm27017,
ENSMUSG00000062232,RAPGEF2,Rapgef2,ENSG00000109756
ENSMUSG00000075478,SLITRK1,Slitrk1,ENSG00000178235
ENSMUSG00000032059,ALG9,Alg9,ENSG00000086848
ENSMUSG00000038965,UBE2L3,Ube2l3,ENSG00000185651
ENSMUSG00000038965,UBE2L5,Ube2l3,ENSG00000236444
ENSMUSG00002075607,,Gm54469,
ENSMUSG00000115642,,Gm18977,
ENSMUSG00000103869,,Gm37420,
ENSMUSG00000063253,SCOC,Scoc,ENSG00000153130
ENSMUSG00000115416,,Gm7313,
ENSMUSG00000035472,SLC25A21,Slc25a21,ENSG00000183032
ENSMUSG00000102151,,Gm37472,
ENSMUSG00000104187,,Gm37820,
ENSMUSG00000089119,,Gm25901,
ENSMUSG00000114706,,Gm47952,
ENSMUSG00002076289,,Gm54473,
ENSMUSG00000114368,,Gm47953,
ENSMUSG00002075588,,Gm54474,
ENSMUSG00000115531,,Gm35419,
ENSMUSG00002076349,RNU6-601P,Gm23242,ENSG00000207270
ENSMUSG00000098096,,Gm26969,
ENSMUSG00000115336,,Gm48980,
ENSMUSG00000115606,,Gm17932,
ENSMUSG00000119581,,Gm25670,
ENSMUSG00000084441,,Gm26255,
ENSMUSG00000048281,DLEU7,Dleu7,ENSG00000186047
ENSMUSG00000045871,SLITRK6,Slitrk6,ENSG00000184564
ENSMUSG00000080878,,Btf3-ps14,
ENSMUSG00000091476,CATSPERE,Catspere2,ENSG00000179397
ENSMUSG00000115165,,Gm48987,
ENSMUSG00000115349,,Gm9348,
ENSMUSG00002075245,,Gm54476,
ENSMUSG00000047719,UBIAD1,Ubiad1,ENSG00000120942
ENSMUSG00000115461,,Gm48988,
ENSMUSG00000108206,,Gm44427,
ENSMUSG00000115650,,Gm48992,
ENSMUSG00000108212,,Gm44132,
ENSMUSG00000115755,,Gm48993,
ENSMUSG00000115818,,Gm18580,
ENSMUSG00000029851,TCAF2,Tcaf2,ENSG00000170379
ENSMUSG00000029851,TCAF2C,Tcaf2,ENSG00000283528
ENSMUSG00000021932,RNASEH2B,Rnaseh2b,ENSG00000136104
ENSMUSG00000119426,,Gm22129,
ENSMUSG00000071636,RIMBP3C,Rimbp3,ENSG00000183246
ENSMUSG00000071636,RIMBP3,Rimbp3,ENSG00000275793
ENSMUSG00000071636,RIMBP3B,Rimbp3,ENSG00000274600
ENSMUSG00000097902,,Gm26531,
ENSMUSG00000064648,,Gm23303,
ENSMUSG00000079104,PRPS1,Prps1l3,ENSG00000147224
ENSMUSG00000028621,CYB5RL,Cyb5rl,ENSG00000215883
ENSMUSG00000087141,PLCXD2,Plcxd2,ENSG00000240891
ENSMUSG00000083623,,Gm7224,
ENSMUSG00000087033,,Gm14155,
ENSMUSG00000021253,TGFB3,Tgfb3,ENSG00000119699
ENSMUSG00000119143,SNORD116-3,Snord116l7,ENSG00000207014
ENSMUSG00000119143,SNORD116-7,Snord116l7,ENSG00000207133
ENSMUSG00000119143,SNORD116-2,Snord116l7,ENSG00000207001
ENSMUSG00000119143,SNORD116-5,Snord116l7,ENSG00000207191
ENSMUSG00000119143,SNORD116-9,Snord116l7,ENSG00000206727
ENSMUSG00000119143,SNORD116-8,Snord116l7,ENSG00000207093
ENSMUSG00000119143,SNORD116-6,Snord116l7,ENSG00000207442
ENSMUSG00000119143,SNORD116-4,Snord116l7,ENSG00000275529
ENSMUSG00000119143,SNORD116-1,Snord116l7,ENSG00000207063
ENSMUSG00000119186,SNORD116-3,Snord116l6,ENSG00000207014
ENSMUSG00000119186,SNORD116-7,Snord116l6,ENSG00000207133
ENSMUSG00000119186,SNORD116-2,Snord116l6,ENSG00000207001
ENSMUSG00000119186,SNORD116-5,Snord116l6,ENSG00000207191
ENSMUSG00000119186,SNORD116-9,Snord116l6,ENSG00000206727
ENSMUSG00000119186,SNORD116-8,Snord116l6,ENSG00000207093
