gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Monocyte	NK cells	NKT cells	PVL Differentiated	PVL Immature	T cells CD4+	T cells CD8+
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	0.002	0.004	0.0	1.964	2.993	2.155	0.0	0.098	0.045	0.254	0.144	0.362	0.104	0.028	0.0	0.0	0.0	0.543	1.855	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	0.0	0.005	0.0	2.392	3.121	2.707	0.0	0.122	0.104	0.83	0.57	0.901	0.14	0.023	0.0	0.0	0.11	1.266	2.334	0.016	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	0.0	0.002	0.0	2.031	3.212	1.572	0.0	0.092	0.093	0.0	0.017	0.09	0.0	0.011	0.0	0.0	0.0	0.163	1.725	0.017	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	0.0	0.0	0.0	0.046	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0B4771D76	0.017	0.01	0.0	0.014	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.01	0.04	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	0.0	0.0	0.0	0.294	1.31	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0FCB8DFBB	0.0	0.0	0.0	0.101	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	0.032	0.042	0.0	0.0	0.023	0.0	0.0	0.098	0.051	0.0	0.0	0.0	0.0	0.037	0.114	0.0	0.0	0.0	0.0	0.074	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0FD500AF3	0.057	0.059	0.018	0.038	0.007	0.0	0.0	0.0	0.0	0.007	0.0	0.042	0.05	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0B4F620A6	0.002	0.0	0.0	0.341	1.679	1.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.036
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0B991F6B1	0.0	0.0	0.0	0.275	2.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.01	0.067	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC034D4CF73	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0EC720659	0.114	0.134	0.0	0.713	2.197	0.0	0.0	0.0	0.0	0.016	0.037	0.362	0.0	0.009	0.0	0.0	0.0	0.435	0.597	0.007	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0A18569E5	0.023	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.113	0.059	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0B6D93CD4	0.0	0.0	0.0	0.634	0.775	1.265	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.755	0.391	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	0.006	0.0	0.0	0.585	0.322	0.0	0.0	0.0	0.064	1.099	0.945	1.836	0.0	0.035	0.0	0.0	0.0	0.045	0.152	0.0	0.038
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC027EF0F68	0.012	0.024	0.0	0.492	1.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.006	0.0	0.0	0.0	0.083	0.233	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC00942962B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	0.052	0.047	0.0	0.621	0.774	1.806	0.0	0.162	0.045	0.612	0.963	1.457	0.202	0.005	0.04	0.0	0.0	1.973	2.615	0.008	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC076898564	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.134	0.044	0.178	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0AA500B63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.051	0.155	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC09E4E673B	0.002	0.002	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.011	0.039	0.0	0.0	0.0	0.0	0.0	0.044	0.036	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	0.086	0.047	0.0	0.051	0.104	0.0	0.0	0.0	0.0	0.007	0.022	0.211	0.226	0.007	0.0	0.0	0.0	0.0	0.025	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	0.316	0.231	0.0	1.859	4.279	2.788	0.0	1.225	0.386	0.685	0.738	0.385	0.0	1.352	0.565	0.0	0.099	1.815	2.433	0.007	0.045
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	0.008	0.023	0.0	2.861	5.156	3.898	0.235	0.124	0.0	0.015	0.035	0.181	0.0	0.027	0.04	0.0	0.0	1.502	3.222	0.02	0.079
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	0.016	0.008	0.02	2.916	4.975	3.409	0.0	0.224	0.045	0.025	0.046	0.143	0.0	0.054	0.0	0.0	0.212	1.739	3.502	0.007	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.052	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	0.01	0.005	0.044	2.631	4.546	2.934	0.0	0.17	0.093	0.037	0.029	0.101	0.0	0.006	0.0	0.0	0.0	1.515	3.09	0.007	0.038
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	0.01	0.006	0.0	0.22	0.188	2.292	0.0	0.0	0.0	1.998	2.273	2.988	0.212	0.02	0.0	0.0	0.0	1.485	2.674	0.005	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	0.022	0.0	0.0	0.381	0.215	2.999	0.0	0.0	0.097	2.097	2.121	2.992	0.105	0.015	0.0	0.0	0.0	1.566	2.775	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	0.0	0.0	0.104	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC044B5BE16	0.075	0.127	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC01539071B	0.04	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	0.003	0.003	0.0	0.605	1.987	1.265	0.0	0.0	0.045	0.039	0.0	0.128	0.0	0.028	0.0	0.0	0.0	0.248	0.682	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	0.0	0.005	0.019	1.098	2.552	1.265	0.0	0.0	0.0	0.192	0.032	0.2	0.0	0.0	0.0	0.0	0.0	0.674	1.434	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0D0BFC9F7	0.0	0.0	0.019	0.109	0.234	0.0	0.0	0.0	0.0	0.0	0.011	0.03	0.0	0.0	0.0	0.0	0.0	0.164	0.526	0.014	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	0.002	0.004	0.0	1.964	2.993	2.155	0.0	0.098	0.045	0.254	0.144	0.362	0.104	0.028	0.0	0.0	0.0	0.543	1.855	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	0.0	0.005	0.0	2.392	3.121	2.707	0.0	0.122	0.104	0.83	0.57	0.901	0.14	0.023	0.0	0.0	0.11	1.266	2.334	0.016	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	0.0	0.002	0.0	2.031	3.212	1.572	0.0	0.092	0.093	0.0	0.017	0.09	0.0	0.011	0.0	0.0	0.0	0.163	1.725	0.017	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	0.0	0.0	0.0	0.046	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC037038602	0.017	0.01	0.0	0.014	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.01	0.04	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC04FF0CDA1	0.0	0.0	0.0	0.294	1.31	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0CC30CEC0	0.0	0.0	0.0	0.101	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	0.032	0.042	0.0	0.0	0.023	0.0	0.0	0.098	0.051	0.0	0.0	0.0	0.0	0.037	0.114	0.0	0.0	0.0	0.0	0.074	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC086D7EC73	0.057	0.059	0.018	0.038	0.007	0.0	0.0	0.0	0.0	0.007	0.0	0.042	0.05	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0519DE925	0.002	0.0	0.0	0.341	1.679	1.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.036
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	0.0	0.0	0.0	0.275	2.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.01	0.067	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC06DCE672A	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0A3722F1F	0.114	0.134	0.0	0.713	2.197	0.0	0.0	0.0	0.0	0.016	0.037	0.362	0.0	0.009	0.0	0.0	0.0	0.435	0.597	0.007	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC093DFA335	0.023	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.113	0.059	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC092A2325E	0.0	0.0	0.0	0.634	0.775	1.265	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.755	0.391	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0BCE0B954	0.006	0.0	0.0	0.585	0.322	0.0	0.0	0.0	0.064	1.099	0.945	1.836	0.0	0.035	0.0	0.0	0.0	0.045	0.152	0.0	0.038
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01633DC81	0.012	0.024	0.0	0.492	1.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.006	0.0	0.0	0.0	0.083	0.233	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0D3C68BD6	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0755F1632	0.052	0.047	0.0	0.621	0.774	1.806	0.0	0.162	0.045	0.612	0.963	1.457	0.202	0.005	0.04	0.0	0.0	1.973	2.615	0.008	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0E09C8768	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC0C1E494D6	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.134	0.044	0.178	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC015ED6B05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.051	0.155	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0B09B811A	0.002	0.002	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.011	0.039	0.0	0.0	0.0	0.0	0.0	0.044	0.036	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC08885876E	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0FC6454F5	0.086	0.047	0.0	0.051	0.104	0.0	0.0	0.0	0.0	0.007	0.022	0.211	0.226	0.007	0.0	0.0	0.0	0.0	0.025	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E40282DA	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0AE4F5BAB	0.316	0.231	0.0	1.859	4.279	2.788	0.0	1.225	0.386	0.685	0.738	0.385	0.0	1.352	0.565	0.0	0.099	1.815	2.433	0.007	0.045
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC08DBCCFF0	0.008	0.023	0.0	2.861	5.156	3.898	0.235	0.124	0.0	0.015	0.035	0.181	0.0	0.027	0.04	0.0	0.0	1.502	3.222	0.02	0.079
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC09DB9D20A	0.016	0.008	0.02	2.916	4.975	3.409	0.0	0.224	0.045	0.025	0.046	0.143	0.0	0.054	0.0	0.0	0.212	1.739	3.502	0.007	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0EA8ABCFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.052	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC00367777A	0.01	0.005	0.044	2.631	4.546	2.934	0.0	0.17	0.093	0.037	0.029	0.101	0.0	0.006	0.0	0.0	0.0	1.515	3.09	0.007	0.038
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0744E13CB	0.01	0.006	0.0	0.22	0.188	2.292	0.0	0.0	0.0	1.998	2.273	2.988	0.212	0.02	0.0	0.0	0.0	1.485	2.674	0.005	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC03F728659	0.022	0.0	0.0	0.381	0.215	2.999	0.0	0.0	0.097	2.097	2.121	2.992	0.105	0.015	0.0	0.0	0.0	1.566	2.775	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC04ABF0023	0.0	0.0	0.104	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC042B580A3	0.075	0.127	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0C8B6ACF5	0.04	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0592501EA	0.003	0.003	0.0	0.605	1.987	1.265	0.0	0.0	0.045	0.039	0.0	0.128	0.0	0.028	0.0	0.0	0.0	0.248	0.682	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC037A0554C	0.0	0.005	0.019	1.098	2.552	1.265	0.0	0.0	0.0	0.192	0.032	0.2	0.0	0.0	0.0	0.0	0.0	0.674	1.434	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC00EAD4C47	0.0	0.0	0.019	0.109	0.234	0.0	0.0	0.0	0.0	0.0	0.011	0.03	0.0	0.0	0.0	0.0	0.0	0.164	0.526	0.014	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0549A759B	0.002	0.004	0.0	1.964	2.993	2.155	0.0	0.098	0.045	0.254	0.144	0.362	0.104	0.028	0.0	0.0	0.0	0.543	1.855	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F9FB6DCB	0.0	0.005	0.0	2.392	3.121	2.707	0.0	0.122	0.104	0.83	0.57	0.901	0.14	0.023	0.0	0.0	0.11	1.266	2.334	0.016	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECDD1074	0.0	0.002	0.0	2.031	3.212	1.572	0.0	0.092	0.093	0.0	0.017	0.09	0.0	0.011	0.0	0.0	0.0	0.163	1.725	0.017	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0D3870098	0.0	0.0	0.0	0.046	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0E509A5C6	0.017	0.01	0.0	0.014	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.01	0.04	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC03760D980	0.0	0.0	0.0	0.294	1.31	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0453131F6	0.0	0.0	0.0	0.101	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0270AA5D9	0.032	0.042	0.0	0.0	0.023	0.0	0.0	0.098	0.051	0.0	0.0	0.0	0.0	0.037	0.114	0.0	0.0	0.0	0.0	0.074	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0DC74CBE5	0.057	0.059	0.018	0.038	0.007	0.0	0.0	0.0	0.0	0.007	0.0	0.042	0.05	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC04FA882F7	0.002	0.0	0.0	0.341	1.679	1.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.036
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0E53A238E	0.0	0.0	0.0	0.275	2.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.01	0.067	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC071163509	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0E83A4B71	0.114	0.134	0.0	0.713	2.197	0.0	0.0	0.0	0.0	0.016	0.037	0.362	0.0	0.009	0.0	0.0	0.0	0.435	0.597	0.007	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0FCF853DB	0.023	0.009	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.113	0.059	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0AB5FBF10	0.0	0.0	0.0	0.634	0.775	1.265	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.755	0.391	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC027893337	0.006	0.0	0.0	0.585	0.322	0.0	0.0	0.0	0.064	1.099	0.945	1.836	0.0	0.035	0.0	0.0	0.0	0.045	0.152	0.0	0.038
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC06AD39F88	0.012	0.024	0.0	0.492	1.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.006	0.0	0.0	0.0	0.083	0.233	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0C841033A	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0C739EDCE	0.052	0.047	0.0	0.621	0.774	1.806	0.0	0.162	0.045	0.612	0.963	1.457	0.202	0.005	0.04	0.0	0.0	1.973	2.615	0.008	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC079D293A2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC065DB6486	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.134	0.044	0.178	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0713C9654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.051	0.155	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC073A7317A	0.002	0.002	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.011	0.039	0.0	0.0	0.0	0.0	0.0	0.044	0.036	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC01E6BE079	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC050F64BB5	0.086	0.047	0.0	0.051	0.104	0.0	0.0	0.0	0.0	0.007	0.022	0.211	0.226	0.007	0.0	0.0	0.0	0.0	0.025	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC01C274A51	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC03AF43F8B	0.0	0.002	0.044	0.0	0.007	0.0	0.0	0.0	0.0	0.007	0.108	0.077	0.0	0.019	0.0	0.0	0.0	0.021	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.016	0.015	0.02	2.013	0.726	0.0	0.0	1.366	0.385	0.0	0.0	0.0	0.0	1.424	0.604	0.0	0.0	0.0	0.05	0.0	0.034
C3	P01024	False	CO3_HUMAN		CPI-SS00F4019EA	0.016	0.015	0.02	2.013	0.726	0.0	0.0	1.366	0.385	0.0	0.0	0.0	0.0	1.424	0.604	0.0	0.0	0.0	0.05	0.0	0.034
C4A	P0C0L4	False	CO4A_HUMAN		CPI-SS01E4E32AC	0.031	0.029	0.0	0.035	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.022	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.009	0.016	0.024	0.023	0.004	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	0.016	0.015	0.02	2.013	0.726	0.0	0.0	1.366	0.385	0.0	0.0	0.0	0.0	1.424	0.604	0.0	0.0	0.0	0.05	0.0	0.034
F10	P00742	False	FA10_HUMAN		CPI-SC02C7E2DB4	0.0	0.0	0.0	0.14	0.014	0.82	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC00D92ECAF	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0329DFA42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0
