gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cycling PVL	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.022	0.0	0.0	0.0	0.0	0.012	0.1	0.179
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0D4403860	0.034	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0F60C6D89	0.0	0.136	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.075	0.01	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS004B1EBD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS010BB499F	0.402	0.377	0.229	0.877	0.709	2.331	0.614	1.176	0.0	0.971	0.826	1.166	0.344	0.0	1.16	0.124	0.66	0.992	0.813	0.198	0.148	0.179
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0B03ACD14	0.142	0.158	0.266	0.094	0.085	0.0	0.0	1.007	0.0	0.198	0.033	0.267	0.073	0.0	2.376	0.124	0.449	0.079	0.198	0.235	0.101	1.846
CCL4	P13236	False	CCL4_HUMAN		CPI-SS087BEB1C9	0.308	0.052	0.518	0.127	0.207	1.731	0.0	1.186	0.263	0.261	0.195	0.3	0.175	0.0	1.591	0.761	0.532	0.156	0.24	0.585	0.369	2.155
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0E555F91F	0.14	0.19	0.079	0.15	0.422	0.0	0.791	0.291	0.222	0.094	0.077	0.208	0.031	0.0	0.723	0.124	0.208	0.068	0.136	0.243	0.408	3.165
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0FD442A0E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.021	0.008	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F6F1C29E	0.0	0.0	0.042	0.077	0.0	0.0	0.0	0.269	0.0	0.022	0.596	0.061	0.0	0.0	0.494	0.0	0.0	0.474	0.443	0.01	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0491EECEA	0.034	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.177	0.161	0.25	0.537	0.242	0.0	0.0	0.22	0.0	0.5	0.936	0.518	0.153	2.489	0.604	1.042	0.143	0.185	0.173	0.177	0.13	0.2
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS068BC31E4	0.0	0.0	0.0	0.043	0.304	0.0	0.614	0.252	0.428	0.105	0.0	0.0	0.0	0.0	0.692	0.0	0.316	0.014	0.215	0.011	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.325	0.141	0.169	0.196	0.697	1.731	0.817	1.682	0.756	0.404	0.316	0.135	0.14	0.0	1.738	0.0	1.435	0.098	0.445	0.204	0.265	0.202
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.0	0.048	0.167	0.0	0.0	0.0	0.233	0.118	0.0	0.0	0.173	0.0	0.234	0.0	0.0	0.0	0.026	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	0.0	0.0	0.0	0.674	0.181	0.0	0.0	0.0	0.0	0.04	0.786	0.0	0.068	0.0	0.0	0.0	0.0	0.042	0.048	0.016	0.0	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS02647DD07	0.0	0.136	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.075	0.01	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.402	0.377	0.229	0.877	0.709	2.331	0.614	1.176	0.0	0.971	0.826	1.166	0.344	0.0	1.16	0.124	0.66	0.992	0.813	0.198	0.148	0.179
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0C2E7931B	0.0	0.0	0.0	0.112	0.172	0.0	0.0	0.0	0.0	0.042	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.03	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0F5AA0D9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.021	0.008	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS019381277	0.0	0.0	0.042	0.077	0.0	0.0	0.0	0.269	0.0	0.022	0.596	0.061	0.0	0.0	0.494	0.0	0.0	0.474	0.443	0.01	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS01CBCD4BF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0A76E2CE9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS049DF2278	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.079	0.0	0.233	0.0	0.0	0.0	0.0	0.023	0.0	0.055	0.0	0.0	0.014	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0F06E4B3F	0.0	0.0	0.0	0.112	0.172	0.0	0.0	0.0	0.0	0.042	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.03	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.142	0.158	0.266	0.094	0.085	0.0	0.0	1.007	0.0	0.198	0.033	0.267	0.073	0.0	2.376	0.124	0.449	0.079	0.198	0.235	0.101	1.846
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.14	0.19	0.079	0.15	0.422	0.0	0.791	0.291	0.222	0.094	0.077	0.208	0.031	0.0	0.723	0.124	0.208	0.068	0.136	0.243	0.408	3.165
CCL7	P80098	False	CCL7_HUMAN		CPI-SS02CC53E89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.021	0.008	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS087054090	0.0	0.0	0.042	0.077	0.0	0.0	0.0	0.269	0.0	0.022	0.596	0.061	0.0	0.0	0.494	0.0	0.0	0.474	0.443	0.01	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	0.0	0.04	0.133	0.011	0.0	0.0	0.0	0.0	0.009	0.022	0.0	0.0	0.0	0.028	0.0	0.0	0.017	0.201	0.017	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.097	0.0	0.0	0.044	0.043	0.0	0.0	0.0	0.0	0.026	0.027	2.302	0.173	0.0	0.0	0.0	0.0	0.02	0.098	0.051	0.058	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.007	0.022	0.0	0.0	0.0	0.033	0.0	0.0	0.013	0.025	0.064	0.688	1.187
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS0605AC9BF	0.0	0.0	0.04	0.133	0.011	0.0	0.0	0.0	0.0	0.009	0.022	0.0	0.0	0.0	0.028	0.0	0.0	0.017	0.201	0.017	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS09EB0DFB1	0.22	0.239	0.042	1.293	2.208	0.0	1.284	0.0	0.0	0.088	0.086	0.391	0.202	0.0	0.148	0.517	0.0	0.215	0.339	0.141	0.154	0.101
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS09239FB26	0.0	0.0	0.04	0.133	0.011	0.0	0.0	0.0	0.0	0.009	0.022	0.0	0.0	0.0	0.028	0.0	0.0	0.017	0.201	0.017	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.097	0.0	0.0	0.044	0.043	0.0	0.0	0.0	0.0	0.026	0.027	2.302	0.173	0.0	0.0	0.0	0.0	0.02	0.098	0.051	0.058	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.402	0.377	0.229	0.877	0.709	2.331	0.614	1.176	0.0	0.971	0.826	1.166	0.344	0.0	1.16	0.124	0.66	0.992	0.813	0.198	0.148	0.179
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.14	0.19	0.079	0.15	0.422	0.0	0.791	0.291	0.222	0.094	0.077	0.208	0.031	0.0	0.723	0.124	0.208	0.068	0.136	0.243	0.408	3.165
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	0.0	0.0	0.0	0.204	0.079	0.0	0.0	0.0	0.0	0.072	0.139	0.079	0.031	0.958	0.044	0.124	0.0	0.0	0.0	0.022	0.0	0.0
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.106	0.63	0.068	0.077	0.061	0.0	0.0	0.658	0.0	0.189	0.0	0.0	0.019	0.054	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0079E2156	0.0	0.122	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.0	0.081	0.0	0.019	0.058	0.036	0.184
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	0.142	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	1.142	0.0	0.0	0.0	0.0	0.019	0.028	0.081	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.142	0.158	0.266	0.094	0.085	0.0	0.0	1.007	0.0	0.198	0.033	0.267	0.073	0.0	2.376	0.124	0.449	0.079	0.198	0.235	0.101	1.846
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.308	0.052	0.518	0.127	0.207	1.731	0.0	1.186	0.263	0.261	0.195	0.3	0.175	0.0	1.591	0.761	0.532	0.156	0.24	0.585	0.369	2.155
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.14	0.19	0.079	0.15	0.422	0.0	0.791	0.291	0.222	0.094	0.077	0.208	0.031	0.0	0.723	0.124	0.208	0.068	0.136	0.243	0.408	3.165
CCL7	P80098	False	CCL7_HUMAN		CPI-SS09C16258E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.021	0.008	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0C30EC0DE	0.0	0.0	0.042	0.077	0.0	0.0	0.0	0.269	0.0	0.022	0.596	0.061	0.0	0.0	0.494	0.0	0.0	0.474	0.443	0.01	0.0	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS04256AA73	0.241	0.052	0.0	0.02	0.0	0.0	0.0	0.277	0.0	0.03	0.0	0.135	0.0	0.0	0.255	0.271	0.085	0.105	0.0	0.02	0.0	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.162	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.0	0.0	0.081	0.069	0.118	0.0	0.0	0.1	0.285	0.283	0.219	0.119	0.385	0.0	0.187	0.0	0.276	0.217	0.14	0.089	0.152	0.107
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD24	P25063	False	CD24_HUMAN		CPI-SS038E5B8D9	2.286	2.217	0.311	0.115	0.157	1.731	0.0	0.206	0.16	0.118	0.183	0.061	0.138	0.715	0.139	1.398	0.0	0.063	0.15	0.2	0.189	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS013E6EBC3	0.0	0.0	0.0	0.122	0.008	0.0	0.0	0.0	0.0	0.443	0.522	0.345	1.047	0.0	0.061	0.0	0.0	0.017	0.027	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS039266778	0.099	0.168	0.028	0.015	0.0	1.731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.013	0.0	0.016	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS027DD8311	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.117	0.0	0.0	0.01	0.049	0.104
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	0.0	0.0	0.0	0.122	0.008	0.0	0.0	0.0	0.0	0.443	0.522	0.345	1.047	0.0	0.061	0.0	0.0	0.017	0.027	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	0.099	0.168	0.028	0.015	0.0	1.731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.013	0.0	0.016	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.226	1.041	0.575	1.354	0.0	0.023	0.307	0.0	0.0	0.023	0.013	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.117	0.0	0.0	0.01	0.049	0.104
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC03A4FA18B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0
FBN1	P35555	False	FBN1_HUMAN		CPI-SC0ABE9B7D2	0.0	0.0	0.0	0.461	0.406	0.0	0.791	0.0	0.0	0.22	0.149	0.311	0.086	0.0	0.016	0.0	0.0	0.0	0.018	0.026	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	1.478	0.599	0.351	0.896	3.299	2.974	1.214	1.816	0.549	0.541	2.076	1.164	0.447	0.737	1.845	0.0	1.752	0.619	1.439	0.445	0.365	0.198
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC08F3F7DC6	0.0	0.0	0.084	1.022	0.136	0.0	0.0	0.0	0.0	0.02	0.06	0.0	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.016	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS0D9E45677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.078	0.359	0.081	0.274	0.115	0.0	0.791	0.429	0.16	0.017	0.034	0.061	0.0	0.737	0.788	0.271	0.645	0.071	0.3	0.074	0.26	0.2
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.22	0.192	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.015	0.098	0.177	0.0	0.407	0.0	0.195	0.0	0.0	0.027	0.042	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS0B111D2F5	0.099	0.168	0.028	0.015	0.0	1.731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.013	0.0	0.016	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS085C6A191	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.117	0.0	0.0	0.01	0.049	0.104
CD47	Q08722	False	CD47_HUMAN		CPI-SC05C71E348	0.721	0.615	0.3	0.563	0.367	0.0	0.0	0.826	0.805	0.396	0.284	0.807	0.336	1.785	0.517	0.515	0.911	0.122	0.277	0.183	0.445	0.49
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.106	0.194	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.398	0.0	0.0	0.017	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	0.123	0.476	0.791	0.057	0.103	1.731	0.614	0.742	1.409	0.127	0.176	0.394	0.091	0.817	0.53	0.677	2.084	0.063	0.057	0.2	2.316	3.15
CD70	P32970	False	CD70_HUMAN		CPI-SS01999882C	0.0	0.0	0.171	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.095
CD86	P42081	False	CD86_HUMAN		CPI-SS0A72C2360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.339	0.548	0.0	0.0	0.0	0.0	0.0	0.678	0.0	0.689	0.0	0.025	0.0	0.0	0.087
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.578	1.45	0.139	1.316	2.269	0.0	0.791	0.688	1.2	1.093	0.963	0.892	1.502	0.0	0.826	0.529	0.414	0.662	1.034	0.202	0.722	0.72
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0A2D7895C	0.22	0.192	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.015	0.098	0.177	0.0	0.407	0.0	0.195	0.0	0.0	0.027	0.042	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS001BF66E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.032	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.0	0.13	0.07	0.76	0.751	0.0	0.614	0.967	0.777	0.671	0.64	1.079	0.695	0.0	0.808	0.0	0.284	0.139	0.358	0.245	0.403	1.248
CLCF1	Q9UBD9	False	CLCF1_HUMAN		CPI-SC08497FAC9	0.0	0.331	0.0	0.041	0.007	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.011	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0A6FCBF7C	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0FC612D4D	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.223	0.14	0.094	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0AFCA0602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.061	0.416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	0.0	0.203	0.0	0.048	0.061	0.0	1.674	0.0	0.0	0.098	0.805	0.0	0.294	0.33	0.0	0.124	0.0	0.291	0.171	0.016	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0DB3F5A37	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.089	0.419	0.0	0.243	0.0	0.018	0.0	0.0	0.0	0.0	0.009	0.0	0.107
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS029811409	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.223	0.14	0.094	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS08E4D6FA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.061	0.416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.203	0.0	0.048	0.061	0.0	1.674	0.0	0.0	0.098	0.805	0.0	0.294	0.33	0.0	0.124	0.0	0.291	0.171	0.016	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS065B2DBAE	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.089	0.419	0.0	0.243	0.0	0.018	0.0	0.0	0.0	0.0	0.009	0.0	0.107
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0730D1EF3	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0BDC912F3	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	0.236	0.283	0.274	2.212	4.345	1.731	0.791	0.23	0.645	0.147	0.128	0.219	0.129	0.33	0.11	0.0	0.31	0.457	1.968	0.191	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	0.055	0.228	0.241	2.67	4.218	0.0	2.031	0.055	0.263	0.141	0.173	0.368	0.415	0.0	0.226	0.246	0.066	0.889	2.193	0.25	0.161	0.2
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	0.133	0.103	0.181	2.17	3.978	0.0	0.791	0.0	0.261	0.194	0.204	0.361	0.126	0.0	0.166	0.0	0.384	0.524	2.343	0.219	0.154	0.377
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	0.257	0.0	0.04	0.193	0.306	0.0	0.791	0.0	0.0	0.801	0.455	1.321	1.824	0.0	0.0	0.271	0.0	0.428	1.425	0.033	0.049	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	0.395	0.262	0.11	0.304	0.646	1.731	3.239	0.0	0.0	0.879	0.639	1.426	2.101	0.0	0.057	0.0	0.0	1.16	1.931	0.136	0.155	0.21
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	0.0	0.0	0.0	0.043	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.013	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	0.0	0.0	0.0	0.166	1.142	0.0	0.0	0.0	0.0	0.058	0.119	0.0	0.0	0.0	0.025	0.0	0.0	0.063	0.318	0.026	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	0.0	0.046	0.0	0.312	1.268	0.0	0.817	0.0	0.16	0.046	0.0	0.277	0.0	0.0	0.022	0.0	0.0	0.22	0.681	0.059	0.036	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DA063880	0.0	0.0	0.0	0.019	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.238	0.026	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	0.234	0.0	0.072	0.788	1.489	0.0	0.0	0.071	0.0	0.085	0.065	0.0	0.3	0.675	0.023	0.0	0.0	0.276	1.196	0.046	0.054	0.0
