gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cancer LumB SC	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0E765613E	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0692512DE	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04473CE2B	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS037F4EF32	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0EB60A2B2	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS06BDC8BFA	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0D33309E7	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS071698505	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS002D05AD7	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS09F74FD39	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS017089111	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0918CCE56	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0063E25BD	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC049F2ABCF	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC02BF19DCF	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E60351FF	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0CB231C91	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC06CC71FC3	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E366FBD5	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC036772033	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC016C39E1C	0.005	0.0	0.0	0.035	0.034	0.0	0.0	0.0	0.0	0.17	0.052	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.176	0.207	0.0	0.0	0.018	0.0	0.004	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09698412B	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0A8308C2C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01CD69B71	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC09EB70913	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0BB3C6CB3	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01E49D97E	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS075A67A85	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS033CD7688	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0785280EB	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS025FBADF2	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0132B4C1D	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0A0633E77	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F62789CF	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0D67AEEF8	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0EF654316	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS070154D3B	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F4C33641	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0279E4E92	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0A742EB85	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E5063BA7	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02AA64371	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0BADC1C23	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E7F3E3CE	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0D9EE71E7	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC095C752D3	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02CD61933	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0AD6F0571	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC054692E80	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS03168613A	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS094923202	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0141EF49C	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0A2ACA19B	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0AA5F0945	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0687D7002	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0AF8F897B	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0F4182DEF	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS071CB03F7	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS03DC684EF	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS083EC4342	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0180815DB	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC0B16C9C23	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC01CE8AC41	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC02227FA06	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC0EDF3084D	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC038267193	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC015FAF28E	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
